"TITLE";"STATUS";"SLUG";"LONG DESCRIPTION";"TYPE";"ADDITIONALTYPES";"PRICE";"PRICERANGE";"INSTOCK";"SOLDCOUNT";"AVAILABLESINCE";"LASTCHECKEDAT";"IMAGE";"DISCOUNTS";"ARTICLENUMBERS";"ARTICLECATEGORY";"DIMENSIONS";"COLORS"
"Intelligent Metal Table";"Published";"qui-impedit-velit";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Cap";"[""Pants""]";"338";"{""min"":270.40000000000003,""max"":405.59999999999997}";"true";"998";"Sun Oct 27 2024 02:13:06 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":60,""price"":742},{""quantity"":33,""price"":227},{""quantity"":89,""price"":919}]";"[null,null,null]";"Apparel";"{""width"":15.52,""height"":89.64,""depth"":4.43}";"[{""hex"":""#008B8B"",""name"":""DarkCyan""},{""hex"":""#FFF8DC"",""name"":""Cornsilk""},{""hex"":""#D2691E"",""name"":""Chocolate""},{""hex"":""#800080"",""name"":""Purple""}]"
"Ergonomic Fresh Bacon";"Published";"expedita-quia-in";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Notebook";"[]";"676";"{""min"":540.8000000000001,""max"":811.1999999999999}";"false";"277";"Fri Nov 22 2024 16:11:22 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":70,""price"":185}]";"[null]";"Office";"{""width"":66.06,""height"":14.48,""depth"":83.69}";"[{""hex"":""#D2691E"",""name"":""Chocolate""},{""hex"":""#5F9EA0"",""name"":""CadetBlue""}]"
"Generic Steel Pizza";"Published";"molestiae-id-dolorem";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Wallet";"[""Bag"",""Watch""]";"429";"{""min"":343.20000000000005,""max"":514.8}";"true";"467";"Wed Jul 31 2024 22:54:28 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":42,""price"":364},{""quantity"":30,""price"":681},{""quantity"":80,""price"":376}]";"[null]";"Accessories";"{""width"":5.12,""height"":3.79,""depth"":11.63}";"[{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#8B0000"",""name"":""DarkRed""},{""hex"":""#FFE4C4"",""name"":""Bisque""},{""hex"":""#00008B"",""name"":""DarkBlue""}]"
"Awesome Wooden Pizza";"Published";"voluptas-distinctio-accusamus";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Pen";"[""Notebook"",""Mug""]";"650";"{""min"":520,""max"":780}";"false";"107";"Sat Aug 03 2024 12:39:40 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":87,""price"":184},{""quantity"":54,""price"":998},{""quantity"":45,""price"":842}]";"[null,null]";"Office";"{""width"":58.1,""height"":49.25,""depth"":44.02}";"[{""hex"":""#808080"",""name"":""Gray""}]"
"Incredible Soft Table";"Published";"dolores-et-totam";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Calendar";"[]";"16";"{""min"":12.8,""max"":19.2}";"false";"707";"Mon Oct 14 2024 08:54:55 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":8,""price"":531}]";"[null,null,null]";"Office";"{""width"":62.49,""height"":14.7,""depth"":37.52}";"[{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""}]"
"Generic Steel Sausages";"Published";"tempora-voluptas-et";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Socks";"[]";"820";"{""min"":656,""max"":984}";"false";"631";"Thu Apr 11 2024 13:51:05 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":99,""price"":156}]";"[null]";"Apparel";"{""width"":2.03,""height"":85.79,""depth"":43.33}";"[{""hex"":""#D2691E"",""name"":""Chocolate""},{""hex"":""#808000"",""name"":""Olive""},{""hex"":""#0000FF"",""name"":""Blue""},{""hex"":""#F5F5DC"",""name"":""Beige""}]"
"Generic Steel Computer";"Published";"dolore-sit-officiis";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Socks";"[]";"142";"{""min"":113.60000000000001,""max"":170.4}";"false";"834";"Sun Jun 09 2024 01:28:09 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":87,""price"":585}]";"[null,null]";"Apparel";"{""width"":74.24,""height"":98.47,""depth"":92.26}";"[{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#808000"",""name"":""Olive""},{""hex"":""#DEB887"",""name"":""BurlyWood""}]"
"Unbranded Wooden Pants";"Published";"sint-totam-corrupti";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Sunglasses";"[]";"673";"{""min"":538.4,""max"":807.6}";"false";"899";"Thu Sep 05 2024 19:32:03 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":27,""price"":631},{""quantity"":8,""price"":693},{""quantity"":88,""price"":393}]";"[null]";"Accessories";"{""width"":49.09,""height"":9.87,""depth"":42.16}";"[{""hex"":""#00FF00"",""name"":""Lime""},{""hex"":""#556B2F"",""name"":""DarkOliveGreen""}]"
"Awesome Rubber Chair";"Published";"quis-voluptas-occaecati";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Pants";"[""Tie""]";"8";"{""min"":6.4,""max"":9.6}";"true";"560";"Wed Jul 17 2024 13:47:03 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":56,""price"":602},{""quantity"":49,""price"":708},{""quantity"":22,""price"":49}]";"[null,null,null]";"Apparel";"{""width"":63.89,""height"":60.08,""depth"":85.76}";"[{""hex"":""#6495ED"",""name"":""CornflowerBlue""}]"
"Tasty Rubber Salad";"Published";"voluptate-rerum-aliquam";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Socks";"[]";"161";"{""min"":128.8,""max"":193.2}";"false";"359";"Tue Jan 23 2024 03:05:00 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":83,""price"":28},{""quantity"":44,""price"":161}]";"[null,null]";"Apparel";"{""width"":70.67,""height"":75.79,""depth"":93.27}";"[{""hex"":""#00FFFF"",""name"":""Cyan""},{""hex"":""#556B2F"",""name"":""DarkOliveGreen""},{""hex"":""#F0F8FF"",""name"":""AliceBlue""},{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""}]"
"Licensed Frozen Chicken";"Deleted";"soluta-ut-vel";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Wallet";"[""Bag""]";"207";"{""min"":165.60000000000002,""max"":248.39999999999998}";"true";"744";"Sun Apr 21 2024 19:57:40 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":24,""price"":844}]";"[null,null,null]";"Accessories";"{""width"":23.39,""height"":28.73,""depth"":85.08}";"[{""hex"":""#7FFF00"",""name"":""Chartreuse""},{""hex"":""#DC143C"",""name"":""Crimson""},{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#8A2BE2"",""name"":""BlueViolet""}]"
"Sleek Soft Pizza";"Published";"et-minus-omnis";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Jacket";"[]";"722";"{""min"":577.6,""max"":866.4}";"true";"55";"Fri Nov 22 2024 05:36:13 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":57,""price"":66}]";"[null,null]";"Apparel";"{""width"":80.28,""height"":14.4,""depth"":66.89}";"[{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#FFFF00"",""name"":""Yellow""},{""hex"":""#000000"",""name"":""Black""}]"
"Tasty Frozen Sausages";"Published";"sequi-atque-cum";"The Football Is Good For Training And Recreational Purposes";"Bag";"[]";"47";"{""min"":37.6,""max"":56.4}";"false";"922";"Mon Oct 07 2024 10:44:54 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":86,""price"":851},{""quantity"":92,""price"":923},{""quantity"":75,""price"":604}]";"[null]";"Accessories";"{""width"":50.14,""height"":41.93,""depth"":17.04}";"[{""hex"":""#FF0000"",""name"":""Red""},{""hex"":""#FFE4C4"",""name"":""Bisque""}]"
"Handcrafted Metal Car";"Published";"officia-repellat-debitis";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Socks";"[""Jacket""]";"627";"{""min"":501.6,""max"":752.4}";"true";"860";"Fri Feb 23 2024 20:11:40 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":7,""price"":735},{""quantity"":39,""price"":430},{""quantity"":92,""price"":244}]";"[null,null]";"Apparel";"{""width"":32.16,""height"":47.22,""depth"":54.96}";"[{""hex"":""#FFA500"",""name"":""Orange""},{""hex"":""#00FF00"",""name"":""Lime""},{""hex"":""#FF8C00"",""name"":""DarkOrange""}]"
"Handcrafted Frozen Towels";"Published";"accusamus-eius-sunt";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Pants";"[""Cap""]";"209";"{""min"":167.20000000000002,""max"":250.79999999999998}";"true";"938";"Mon Feb 19 2024 16:53:09 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":73,""price"":741}]";"[null]";"Apparel";"{""width"":88.44,""height"":60.76,""depth"":63.09}";"[{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#6495ED"",""name"":""CornflowerBlue""},{""hex"":""#008B8B"",""name"":""DarkCyan""}]"
"Ergonomic Soft Bacon";"Published";"aperiam-et-ipsa";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Shoes";"[]";"396";"{""min"":316.8,""max"":475.2}";"false";"676";"Wed May 08 2024 18:29:08 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":28,""price"":921}]";"[null,null,null]";"Apparel";"{""width"":78.7,""height"":2.64,""depth"":78.36}";"[{""hex"":""#D2691E"",""name"":""Chocolate""}]"
"Licensed Rubber Car";"Published";"est-voluptates-ut";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Calendar";"[""Pen""]";"227";"{""min"":181.60000000000002,""max"":272.4}";"false";"880";"Sat Aug 10 2024 10:21:36 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":68,""price"":466},{""quantity"":11,""price"":280}]";"[null,null]";"Office";"{""width"":2.2,""height"":70.4,""depth"":22.48}";"[{""hex"":""#FFA500"",""name"":""Orange""},{""hex"":""#FF00FF"",""name"":""Magenta""},{""hex"":""#FF8C00"",""name"":""DarkOrange""},{""hex"":""#F5F5DC"",""name"":""Beige""}]"
"Handmade Plastic Bike";"Published";"qui-mollitia-eligendi";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Bag";"[""Wallet""]";"343";"{""min"":274.40000000000003,""max"":411.59999999999997}";"false";"329";"Sun May 26 2024 14:37:41 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":16,""price"":975}]";"[null]";"Accessories";"{""width"":30.08,""height"":62.04,""depth"":51.89}";"[{""hex"":""#5F9EA0"",""name"":""CadetBlue""},{""hex"":""#FF0000"",""name"":""Red""}]"
"Incredible Frozen Fish";"Deleted";"necessitatibus-ducimus-distinctio";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Calendar";"[""Pen""]";"719";"{""min"":575.2,""max"":862.8}";"false";"726";"Fri Oct 18 2024 11:19:20 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":66,""price"":922}]";"[null]";"Office";"{""width"":45.59,""height"":74.86,""depth"":15.63}";"[{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""}]"
"Ergonomic Plastic Ball";"Published";"assumenda-qui-sint";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Mug";"[""Pen"",""Calendar""]";"150";"{""min"":120,""max"":180}";"false";"957";"Tue Sep 17 2024 11:30:58 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":8,""price"":51},{""quantity"":75,""price"":551}]";"[null,null]";"Office";"{""width"":91.67,""height"":72.58,""depth"":73.62}";"[{""hex"":""#006400"",""name"":""DarkGreen""}]"
"Handmade Frozen Computer";"Published";"voluptas-veritatis-quidem";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Sunglasses";"[]";"501";"{""min"":400.8,""max"":601.1999999999999}";"true";"494";"Tue Aug 13 2024 21:33:57 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":85,""price"":757},{""quantity"":49,""price"":533}]";"[null,null]";"Accessories";"{""width"":85.46,""height"":12.63,""depth"":67.4}";"[{""hex"":""#800000"",""name"":""Maroon""},{""hex"":""#008B8B"",""name"":""DarkCyan""},{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""}]"
"Tasty Concrete Pizza";"Unpublished";"hic-a-dolor";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Wallet";"[""Sunglasses"",""Watch""]";"640";"{""min"":512,""max"":768}";"true";"618";"Sat Aug 17 2024 12:34:19 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":55,""price"":643},{""quantity"":55,""price"":141}]";"[null]";"Accessories";"{""width"":54.6,""height"":6.01,""depth"":2.39}";"[{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#F0FFFF"",""name"":""Azure""}]"
"Unbranded Plastic Fish";"Published";"labore-voluptatem-eaque";"The Football Is Good For Training And Recreational Purposes";"Wallet";"[]";"729";"{""min"":583.2,""max"":874.8}";"false";"409";"Sun May 19 2024 20:44:18 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":61,""price"":61}]";"[null,null]";"Accessories";"{""width"":71.56,""height"":32.37,""depth"":30.33}";"[{""hex"":""#A52A2A"",""name"":""Brown""}]"
"Ergonomic Rubber Keyboard";"Published";"ea-nihil-fugit";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Wallet";"[]";"895";"{""min"":716,""max"":1074}";"false";"473";"Mon Jun 24 2024 08:17:15 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":36,""price"":2}]";"[null]";"Accessories";"{""width"":96.19,""height"":64.48,""depth"":61.84}";"[{""hex"":""#A9A9A9"",""name"":""DarkGray""},{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#8B008B"",""name"":""DarkMagenta""},{""hex"":""#00008B"",""name"":""DarkBlue""}]"
"Practical Wooden Chair";"Published";"sunt-perferendis-perspiciatis";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Calendar";"[]";"634";"{""min"":507.20000000000005,""max"":760.8}";"false";"95";"Fri May 10 2024 09:20:52 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":8,""price"":468},{""quantity"":79,""price"":74}]";"[null]";"Office";"{""width"":40.31,""height"":86.29,""depth"":3.09}";"[{""hex"":""#DC143C"",""name"":""Crimson""}]"
"Handmade Rubber Keyboard";"Published";"molestiae-nihil-est";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Bag";"[""Watch"",""Wallet""]";"172";"{""min"":137.6,""max"":206.4}";"true";"149";"Mon Sep 09 2024 22:15:26 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":95,""price"":95},{""quantity"":75,""price"":454},{""quantity"":94,""price"":287}]";"[null,null]";"Accessories";"{""width"":28.44,""height"":36.7,""depth"":28.42}";"[{""hex"":""#00FFFF"",""name"":""Cyan""},{""hex"":""#F0FFFF"",""name"":""Azure""},{""hex"":""#FF00FF"",""name"":""Magenta""},{""hex"":""#A52A2A"",""name"":""Brown""}]"
"Rustic Rubber Shirt";"Published";"illum-iste-qui";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Mug";"[]";"280";"{""min"":224,""max"":336}";"false";"975";"Sat Feb 24 2024 22:15:08 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":25,""price"":654},{""quantity"":68,""price"":985}]";"[null,null,null]";"Office";"{""width"":33.29,""height"":11.54,""depth"":76.65}";"[{""hex"":""#6495ED"",""name"":""CornflowerBlue""}]"
"Small Cotton Sausages";"Published";"aliquid-iure-culpa";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Pants";"[]";"806";"{""min"":644.8000000000001,""max"":967.1999999999999}";"true";"15";"Thu Aug 01 2024 14:19:56 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":95,""price"":411},{""quantity"":20,""price"":609}]";"[null,null,null]";"Apparel";"{""width"":20.11,""height"":88.86,""depth"":96.59}";"[{""hex"":""#7FFFD4"",""name"":""Aquamarine""},{""hex"":""#008000"",""name"":""Green""},{""hex"":""#8A2BE2"",""name"":""BlueViolet""},{""hex"":""#9932CC"",""name"":""DarkOrchid""}]"
"Small Granite Tuna";"Deleted";"blanditiis-est-aspernatur";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Mug";"[""Pen""]";"625";"{""min"":500,""max"":750}";"true";"222";"Tue Aug 20 2024 18:03:18 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":9,""price"":773}]";"[null]";"Office";"{""width"":2.17,""height"":1.64,""depth"":29.42}";"[{""hex"":""#8B008B"",""name"":""DarkMagenta""},{""hex"":""#FF0000"",""name"":""Red""},{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#FF7F50"",""name"":""Coral""}]"
"Incredible Cotton Bike";"Published";"sunt-voluptas-eligendi";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Shoes";"[""Cap"",""Shirt""]";"454";"{""min"":363.20000000000005,""max"":544.8}";"true";"251";"Sat Jan 27 2024 02:02:15 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":26,""price"":632}]";"[null,null,null]";"Apparel";"{""width"":94.62,""height"":11.83,""depth"":45.64}";"[{""hex"":""#DEB887"",""name"":""BurlyWood""}]"
"Refined Granite Table";"Deleted";"alias-ex-perspiciatis";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Wallet";"[""Watch"",""Bag""]";"643";"{""min"":514.4,""max"":771.6}";"true";"659";"Wed Dec 25 2024 17:08:34 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":82,""price"":416}]";"[null]";"Accessories";"{""width"":65.24,""height"":89.38,""depth"":3.32}";"[{""hex"":""#BDB76B"",""name"":""DarkKhaki""},{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#F0F8FF"",""name"":""AliceBlue""},{""hex"":""#008080"",""name"":""Teal""}]"
"Intelligent Frozen Ball";"Published";"quis-doloremque-voluptas";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Notebook";"[]";"870";"{""min"":696,""max"":1044}";"false";"99";"Thu Nov 21 2024 00:41:38 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":61,""price"":197}]";"[null,null,null]";"Office";"{""width"":90.51,""height"":97.28,""depth"":34.28}";"[{""hex"":""#DEB887"",""name"":""BurlyWood""},{""hex"":""#FF0000"",""name"":""Red""},{""hex"":""#FFF8DC"",""name"":""Cornsilk""}]"
"Rustic Fresh Cheese";"Published";"dolores-eveniet-sed";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Jacket";"[]";"925";"{""min"":740,""max"":1110}";"false";"309";"Fri Jan 26 2024 14:03:19 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":55,""price"":423},{""quantity"":33,""price"":106},{""quantity"":18,""price"":769}]";"[null,null,null]";"Apparel";"{""width"":53.98,""height"":95.2,""depth"":93.63}";"[{""hex"":""#00CED1"",""name"":""DarkTurquoise""},{""hex"":""#8B0000"",""name"":""DarkRed""},{""hex"":""#F0F8FF"",""name"":""AliceBlue""},{""hex"":""#FFE4C4"",""name"":""Bisque""}]"
"Fantastic Plastic Chips";"Published";"neque-sit-enim";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Bag";"[""Watch"",""Sunglasses""]";"248";"{""min"":198.4,""max"":297.59999999999997}";"false";"476";"Sun Aug 18 2024 08:51:30 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":45,""price"":227},{""quantity"":22,""price"":545}]";"[null,null]";"Accessories";"{""width"":35.92,""height"":32.36,""depth"":21.54}";"[{""hex"":""#FF8C00"",""name"":""DarkOrange""},{""hex"":""#FFF8DC"",""name"":""Cornsilk""}]"
"Practical Soft Gloves";"Published";"autem-eligendi-itaque";"The Football Is Good For Training And Recreational Purposes";"Calendar";"[""Notebook""]";"768";"{""min"":614.4000000000001,""max"":921.5999999999999}";"true";"9";"Sun Mar 10 2024 22:45:19 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":92,""price"":639},{""quantity"":51,""price"":957}]";"[null]";"Office";"{""width"":62.73,""height"":36.45,""depth"":9.62}";"[{""hex"":""#8B0000"",""name"":""DarkRed""}]"
"Practical Fresh Sausages";"Published";"quisquam-nihil-dolor";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Shoes";"[""Cap"",""Shirt""]";"658";"{""min"":526.4,""max"":789.6}";"false";"819";"Mon Aug 26 2024 21:19:45 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":9,""price"":169},{""quantity"":37,""price"":990}]";"[null,null,null]";"Apparel";"{""width"":17.28,""height"":74.35,""depth"":44.62}";"[{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#FFA500"",""name"":""Orange""},{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""}]"
"Handmade Concrete Towels";"Published";"voluptatem-doloribus-impedit";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Notebook";"[""Pen""]";"73";"{""min"":58.400000000000006,""max"":87.6}";"true";"852";"Mon Sep 02 2024 16:57:52 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":87,""price"":808},{""quantity"":39,""price"":952},{""quantity"":44,""price"":17}]";"[null,null,null]";"Office";"{""width"":62.31,""height"":4.16,""depth"":8.03}";"[{""hex"":""#FFEBCD"",""name"":""BlanchedAlmond""},{""hex"":""#DC143C"",""name"":""Crimson""}]"
